pais,fecha,tasa_finalizacion,mexico,post_lanzamiento,interaccion,nivel_socioeconomico,intensidad_uso_plataforma_pre
Mexico,2026-05-01,0.608753239458908,1,1,1,5.321359679919539,10.276686111162354
Colombia,2026-05-01,0.5100033100224151,0,1,0,4.305214065288219,10.975459345705663
Mexico,2026-06-01,0.6053303866166166,1,1,1,5.207850257321689,10.70617066922579
Colombia,2026-06-01,0.5055010079965027,0,1,0,4.041639014285223,10.155462841443685
Mexico,2025-07-01,0.5367605990422329,1,0,0,5.539257692257929,9.453303102640237
Colombia,2025-07-01,0.4992983196883213,0,0,0,4.568474251786576,10.662491142289657
Mexico,2025-08-01,0.5298585474773822,1,0,0,5.132840679802083,9.584346761858004
Colombia,2025-08-01,0.4912903510008064,0,0,0,4.402660161474136,10.457891820468903
Mexico,2025-09-01,0.530689849200086,1,0,0,5.559388147162608,9.136897282717088
Colombia,2025-09-01,0.491689230556108,0,0,0,4.407185563945722,10.609204000490196
Mexico,2025-10-01,0.5283437299047248,1,0,0,5.195779032596825,10.492582847146592
Colombia,2025-10-01,0.4920215974052349,0,0,0,4.607490076045331,10.499690184285465
Mexico,2025-11-01,0.5290457199427382,1,0,0,5.155705353086776,9.155787677465942
Colombia,2025-11-01,0.4944983995893325,0,0,0,4.767988344583162,10.621415053245464
Mexico,2025-12-01,0.5332560384784405,1,0,0,5.659616091392652,10.669818815124976
Colombia,2025-12-01,0.4851253456885444,0,0,0,4.020228384218318,11.02672728956973
Mexico,2026-01-01,0.6120807099710387,1,1,1,5.437989305149957,9.395724212799344
Colombia,2026-01-01,0.5106511475759711,0,1,0,4.996116812836253,10.74836606015525
Mexico,2026-02-01,0.6053327663365893,1,1,1,5.226829141065792,7.404245645511046
Colombia,2026-02-01,0.5098909848243673,0,1,0,4.498871038615334,11.146522851759606
Mexico,2026-03-01,0.6095984638779017,1,1,1,5.207000851897368,7.942940608519184
Colombia,2026-03-01,0.5126388496464673,0,1,0,4.354124970425026,10.297495000969588
Mexico,2026-04-01,0.6080353148154695,1,1,1,5.328373718919696,7.561556391494793
Colombia,2026-04-01,0.5109592751509177,0,1,0,4.471676839352934,11.238421453966598
Mexico,2026-05-01,0.608753239458908,1,1,1,5.321359679919539,10.276686111162354
Colombia,2026-05-01,0.5100033100224151,0,1,0,4.305214065288219,10.975459345705663
Mexico,2026-06-01,0.6053303866166166,1,1,1,5.207850257321689,10.70617066922579
Colombia,2026-06-01,0.5055010079965027,0,1,0,4.041639014285223,10.155462841443685
Mexico,2025-07-01,0.5367605990422329,1,0,0,5.539257692257929,9.453303102640237
Colombia,2025-07-01,0.4992983196883213,0,0,0,4.568474251786576,10.662491142289657
Mexico,2025-08-01,0.5298585474773822,1,0,0,5.132840679802083,9.584346761858004
Colombia,2025-08-01,0.4912903510008064,0,0,0,4.402660161474136,10.457891820468903
Mexico,2025-09-01,0.530689849200086,1,0,0,5.559388147162608,9.136897282717088
Colombia,2025-09-01,0.491689230556108,0,0,0,4.407185563945722,10.609204000490196
Mexico,2025-10-01,0.5283437299047248,1,0,0,5.195779032596825,10.492582847146592
Colombia,2025-10-01,0.4920215974052349,0,0,0,4.607490076045331,10.499690184285465
Mexico,2025-11-01,0.5290457199427382,1,0,0,5.155705353086776,9.155787677465942
Colombia,2025-11-01,0.4944983995893325,0,0,0,4.767988344583162,10.621415053245464
Mexico,2025-12-01,0.5332560384784405,1,0,0,5.659616091392652,10.669818815124976
Colombia,2025-12-01,0.4851253456885444,0,0,0,4.020228384218318,11.02672728956973
Mexico,2026-01-01,0.6120807099710387,1,1,1,5.437989305149957,9.395724212799344
Colombia,2026-01-01,0.5106511475759711,0,1,0,4.996116812836253,10.74836606015525
Mexico,2026-02-01,0.6053327663365893,1,1,1,5.226829141065792,7.404245645511046
Colombia,2026-02-01,0.5098909848243673,0,1,0,4.498871038615334,11.146522851759606
Mexico,2026-03-01,0.6095984638779017,1,1,1,5.207000851897368,7.942940608519184
Colombia,2026-03-01,0.5126388496464673,0,1,0,4.354124970425026,10.297495000969588
Mexico,2026-04-01,0.6080353148154695,1,1,1,5.328373718919696,7.561556391494793
Colombia,2026-04-01,0.5109592751509177,0,1,0,4.471676839352934,11.238421453966598
Mexico,2026-05-01,0.608753239458908,1,1,1,5.321359679919539,10.276686111162354
Colombia,2026-05-01,0.5100033100224151,0,1,0,4.305214065288219,10.975459345705663
Mexico,2026-06-01,0.6053303866166166,1,1,1,5.207850257321689,10.70617066922579
Colombia,2026-06-01,0.5055010079965027,0,1,0,4.041639014285223,10.155462841443685
Mexico,2025-07-01,0.5367605990422329,1,0,0,5.539257692257929,9.453303102640237
Colombia,2025-07-01,0.4992983196883213,0,0,0,4.568474251786576,10.662491142289657
Mexico,2025-08-01,0.5298585474773822,1,0,0,5.132840679802083,9.584346761858004
Colombia,2025-08-01,0.4912903510008064,0,0,0,4.402660161474136,10.457891820468903
Mexico,2025-09-01,0.530689849200086,1,0,0,5.559388147162608,9.136897282717088
Colombia,2025-09-01,0.491689230556108,0,0,0,4.407185563945722,10.609204000490196
Mexico,2025-10-01,0.5283437299047248,1,0,0,5.195779032596825,10.492582847146592
Colombia,2025-10-01,0.4920215974052349,0,0,0,4.607490076045331,10.499690184285465
Mexico,2025-11-01,0.5290457199427382,1,0,0,5.155705353086776,9.155787677465942
Colombia,2025-11-01,0.4944983995893325,0,0,0,4.767988344583162,10.621415053245464
Mexico,2025-12-01,0.5332560384784405,1,0,0,5.659616091392652,10.669818815124976
Colombia,2025-12-01,0.4851253456885444,0,0,0,4.020228384218318,11.02672728956973
Mexico,2026-01-01,0.6120807099710387,1,1,1,5.437989305149957,9.395724212799344
Colombia,2026-01-01,0.5106511475759711,0,1,0,4.996116812836253,10.74836606015525
Mexico,2026-02-01,0.6053327663365893,1,1,1,5.226829141065792,7.404245645511046
Colombia,2026-02-01,0.5098909848243673,0,1,0,4.498871038615334,11.146522851759606
Mexico,2026-03-01,0.6095984638779017,1,1,1,5.207000851897368,7.942940608519184
Colombia,2026-03-01,0.5126388496464673,0,1,0,4.354124970425026,10.297495000969588
Mexico,2026-04-01,0.6080353148154695,1,1,1,5.328373718919696,7.561556391494793
Colombia,2026-04-01,0.5109592751509177,0,1,0,4.471676839352934,11.238421453966598
Mexico,2026-05-01,0.608753239458908,1,1,1,5.321359679919539,10.276686111162354
Colombia,2026-05-01,0.5100033100224151,0,1,0,4.305214065288219,10.975459345705663
Mexico,2026-06-01,0.6053303866166166,1,1,1,5.207850257321689,10.70617066922579
Colombia,2026-06-01,0.5055010079965027,0,1,0,4.041639014285223,10.155462841443685
Mexico,2025-07-01,0.5367605990422329,1,0,0,5.539257692257929,9.453303102640237
Colombia,2025-07-01,0.4992983196883213,0,0,0,4.568474251786576,10.662491142289657
Mexico,2025-08-01,0.5298585474773822,1,0,0,5.132840679802083,9.584346761858004
Colombia,2025-08-01,0.4912903510008064,0,0,0,4.402660161474136,10.457891820468903
Mexico,2025-09-01,0.530689849200086,1,0,0,5.559388147162608,9.136897282717088
Colombia,2025-09-01,0.491689230556108,0,0,0,4.407185563945722,10.609204000490196
Mexico,2025-10-01,0.5283437299047248,1,0,0,5.195779032596825,10.492582847146592
Colombia,2025-10-01,0.4920215974052349,0,0,0,4.607490076045331,10.499690184285465
Mexico,2025-11-01,0.5290457199427382,1,0,0,5.155705353086776,9.155787677465942
Colombia,2025-11-01,0.4944983995893325,0,0,0,4.767988344583162,10.621415053245464
Mexico,2025-12-01,0.5332560384784405,1,0,0,5.659616091392652,10.669818815124976
Colombia,2025-12-01,0.4851253456885444,0,0,0,4.020228384218318,11.02672728956973
Mexico,2026-01-01,0.6120807099710387,1,1,1,5.437989305149957,9.395724212799344
Colombia,2026-01-01,0.5106511475759711,0,1,0,4.996116812836253,10.74836606015525
Mexico,2026-02-01,0.6053327663365893,1,1,1,5.226829141065792,7.404245645511046
Colombia,2026-02-01,0.5098909848243673,0,1,0,4.498871038615334,11.146522851759606
Mexico,2026-03-01,0.6095984638779017,1,1,1,5.207000851897368,7.942940608519184
Colombia,2026-03-01,0.5126388496464673,0,1,0,4.354124970425026,10.297495000969588
Mexico,2026-04-01,0.6080353148154695,1,1,1,5.328373718919696,7.561556391494793
Colombia,2026-04-01,0.5109592751509177,0,1,0,4.471676839352934,11.238421453966598
Mexico,2026-05-01,0.608753239458908,1,1,1,5.321359679919539,10.276686111162354
Colombia,2026-05-01,0.5100033100224151,0,1,0,4.305214065288219,10.975459345705663
Mexico,2026-06-01,0.6053303866166166,1,1,1,5.207850257321689,10.70617066922579
Colombia,2026-06-01,0.5055010079965027,0,1,0,4.041639014285223,10.155462841443685
Mexico,2025-07-01,0.5367605990422329,1,0,0,5.539257692257929,9.453303102640237
Colombia,2025-07-01,0.4992983196883213,0,0,0,4.568474251786576,10.662491142289657
Mexico,2025-08-01,0.5298585474773822,1,0,0,5.132840679802083,9.584346761858004
Colombia,2025-08-01,0.4912903510008064,0,0,0,4.402660161474136,10.457891820468903
Mexico,2025-09-01,0.530689849200086,1,0,0,5.559388147162608,9.136897282717088
Colombia,2025-09-01,0.491689230556108,0,0,0,4.407185563945722,10.609204000490196
Mexico,2025-10-01,0.5283437299047248,1,0,0,5.195779032596825,10.492582847146592
Colombia,2025-10-01,0.4920215974052349,0,0,0,4.607490076045331,10.499690184285465
Mexico,2025-11-01,0.5290457199427382,1,0,0,5.155705353086776,9.155787677465942
Colombia,2025-11-01,0.4944983995893325,0,0,0,4.767988344583162,10.621415053245464
Mexico,2025-12-01,0.5332560384784405,1,0,0,5.659616091392652,10.669818815124976
Colombia,2025-12-01,0.4851253456885444,0,0,0,4.020228384218318,11.02672728956973
Mexico,2026-01-01,0.6120807099710387,1,1,1,5.437989305149957,9.395724212799344
Colombia,2026-01-01,0.5106511475759711,0,1,0,4.996116812836253,10.74836606015525
Mexico,2026-02-01,0.6053327663365893,1,1,1,5.226829141065792,7.404245645511046
Colombia,2026-02-01,0.5098909848243673,0,1,0,4.498871038615334,11.146522851759606
Mexico,2026-03-01,0.6095984638779017,1,1,1,5.207000851897368
